ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
36,New York,NY,36075,Oswego County,36075,"Oswego County, New York",951.600897752346,118037,0,54570,115,47203,533,28624,1571,4321,440,12167,761,8207,672,4969,541,20150,98,24452,0,17629,987,2962,414,406,159,9174,474,2223,260,6767,482,1033,220,3993,434,4708,173,25.4,1.4,7.3,0.8,25.8,1.6,10.2,0.8,4.2,0.5,17.1,0.1,20.7,0.0,15.0,0.8,6.3,0.9,0.4,0.1,7.8,0.4,4.1,0.5,12.4,0.9,2.2,0.5,8.5,0.9,4.0,0.1,0.8361,0.9508,0.623,0.5738,0.4754,3.4591,0.8361,0.1475,0.6721,0.5574,0.8361,0.1311,2.3442,0.5082,0.1311,0.1311,0.1311,0.377,0.9016,0.8033,0.3607,0.4918,2.9344,0.7377,8.8688,0.6721,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,102022,4983,397,1129,193,3401,0,899,143,131,83,3,5,3327,507,284,146,10.6,0.8,1.0,0.2,2.9,0.0,0.8,0.1,0.1,0.1,0.0,0.1,2.8,0.4,0.2,0.1
36,New York,NY,36077,Otsego County,36077,"Otsego County, New York",1001.7371698693499,59678,0,29965,63,22305,426,11957,925,1426,245,5156,442,2907,361,3015,482,12622,75,9150,0,8343,432,977,197,338,133,6316,147,734,169,3260,244,272,85,1558,271,5600,47,21.9,1.7,5.0,0.9,23.1,1.9,7.4,0.9,5.1,0.8,21.2,0.1,15.3,0.0,14.1,0.7,4.3,0.9,0.6,0.2,10.6,0.2,2.4,0.6,10.9,0.8,1.2,0.4,7.0,1.2,9.4,0.1,0.5738,0.3443,0.3115,0.082,0.7213,2.0329,0.3607,0.8197,0.0492,0.377,0.2623,0.3115,1.8197,0.1311,0.3607,0.3607,0.3607,0.0984,0.7869,0.2623,0.2131,0.9508,2.3115,0.4262,6.5248,0.2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,57321,3269,353,1240,159,2506,0,894,92,63,38,83,87,1368,199,162,98,14.7,1.5,2.1,0.3,4.2,0.0,1.5,0.2,0.1,0.1,0.1,0.1,2.3,0.3,0.3,0.2
36,New York,NY,36079,Putnam County,36079,"Putnam County, New York",230.251973646138,97942,0,38323,61,34903,453,8909,890,2322,413,7724,627,4769,706,3458,581,17900,95,19058,52,9940,737,1311,279,1792,476,24817,404,1583,283,262,83,604,196,1427,253,2678,42,9.2,0.9,4.4,0.8,22.1,1.8,6.7,1.0,3.5,0.6,18.3,0.1,19.5,0.1,10.2,0.8,3.8,0.8,1.9,0.5,25.3,0.4,4.1,0.7,0.7,0.2,1.7,0.6,4.1,0.7,2.7,0.0,0.0164,0.1803,0.2131,0.0328,0.2295,0.6721,0.0328,0.3443,0.3934,0.082,0.1148,0.7541,1.6886,0.1148,0.7213,0.7213,0.7213,0.377,0.1311,0.623,0.0164,0.3279,1.4754,0.0656,4.5574,0.0328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74014,2012,376,2927,282,16898,0,2150,173,81,49,21,26,1943,386,797,364,5.8,1.1,3.0,0.3,17.3,0.0,2.2,0.2,0.1,0.1,0.0,0.1,2.0,0.4,0.8,0.4
36,New York,NY,36081,Queens County,36081,"Queens County, New York",108.724025120896,2360826,0,896825,352,816859,2540,467135,8682,86855,3056,276026,4573,294227,4341,204984,5109,389399,148,469866,0,233084,4100,42953,1982,323460,6389,1799907,1614,323202,3931,2025,448,80249,2330,300112,3427,31917,220,20.0,0.4,7.0,0.2,33.8,0.5,17.2,0.3,8.7,0.2,16.5,0.1,19.9,0.0,9.9,0.2,5.2,0.2,14.5,0.3,76.2,0.1,36.0,0.4,0.2,0.1,9.8,0.3,36.7,0.4,1.4,0.0,0.377,0.9016,0.9672,0.9836,0.9836,4.213,0.9508,0.0984,0.4754,0.0328,0.5574,0.9836,2.1476,0.3279,0.9836,0.9836,0.9836,0.9508,0.0328,0.9672,0.9508,0.0164,2.918,0.7213,10.2622,0.8852,0,1,1,1,1,4,0,0,0,0,1,1,1,1,1,0,1,1,0,3,9,1962559,87470,2339,394824,3206,661807,0,611350,2832,6251,735,1048,331,75045,3553,49582,3370,10.7,0.3,16.7,0.1,28.0,0.0,25.9,0.1,0.3,0.1,0.0,0.1,3.2,0.2,2.1,0.1
36,New York,NY,36083,Rensselaer County,36083,"Rensselaer County, New York",652.458234599928,160943,0,74186,71,66088,654,26793,1522,4795,594,15392,939,8595,747,4978,611,28382,63,30603,73,23155,1224,4177,508,1259,302,31036,504,7496,653,2029,292,905,220,6801,539,6184,85,17.3,1.0,5.6,0.7,23.3,1.4,7.6,0.7,3.1,0.4,17.6,0.1,19.0,0.1,14.5,0.8,6.3,0.8,0.8,0.2,19.3,0.3,10.1,0.9,2.7,0.4,1.3,0.3,10.3,0.8,3.8,0.1,0.1475,0.6066,0.3443,0.1311,0.0656,1.2951,0.1148,0.2459,0.3115,0.4262,0.8361,0.4426,2.2623,0.4098,0.623,0.623,0.623,0.7705,0.2623,0.3443,0.6557,0.4754,2.5082,0.4754,6.6886,0.2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146411,6664,609,10080,620,8761,0,4990,249,49,32,2,5,6665,817,489,252,10.1,0.9,6.3,0.4,5.4,0.0,3.1,0.2,0.0,0.1,0.0,0.1,4.1,0.5,0.3,0.2
36,New York,NY,36085,Richmond County,36085,"Richmond County, New York",57.52251071336,492925,0,183524,106,170000,956,80598,3667,12999,1085,47268,2116,39031,2028,19179,1439,81753,96,106747,137,50548,2009,9290,839,27472,1496,207022,516,21255,1266,490,211,8934,838,25884,1233,7087,112,16.5,0.8,5.4,0.4,27.8,1.2,11.3,0.6,3.9,0.3,16.6,0.1,21.7,0.1,10.3,0.4,5.5,0.5,5.9,0.3,42.0,0.1,11.6,0.7,0.3,0.1,5.3,0.5,15.2,0.7,1.4,0.0,0.1148,0.541,0.8197,0.7213,0.3607,2.5575,0.541,0.1311,0.8525,0.0984,0.6557,0.918,2.6557,0.6393,0.9016,0.9016,0.9016,0.8525,0.0984,0.918,0.9344,0.0164,2.8197,0.6885,8.9345,0.7049,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2,4,407413,19694,1243,44626,900,92411,0,56162,846,692,161,14,23,11157,1259,1960,569,11.6,0.7,9.1,0.2,18.7,0.0,11.4,0.2,0.1,0.1,0.0,0.1,2.3,0.3,0.4,0.1
36,New York,NY,36087,Rockland County,36087,"Rockland County, New York",173.684509009796,337326,0,108165,214,102579,671,77647,3372,9844,783,29551,1441,23748,1423,13833,1042,52753,33,97168,0,30131,1532,4789,646,24297,1446,128656,855,13118,848,1124,258,7158,711,10128,791,6838,96,23.3,1.0,6.2,0.5,28.8,1.4,11.4,0.7,4.1,0.3,15.6,0.1,28.8,0.0,9.0,0.5,4.7,0.6,7.9,0.5,38.1,0.3,12.2,0.8,1.0,0.2,6.9,0.7,9.9,0.8,2.0,0.0,0.7213,0.7869,0.8852,0.7377,0.4262,3.5573,0.8689,0.0656,1.0,0.0164,0.3934,0.9344,2.4098,0.5246,0.8689,0.8689,0.8689,0.8689,0.1639,0.9508,0.5574,0.2295,2.7705,0.6557,9.6065,0.8361,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,3,315004,12892,754,36674,748,62908,0,20347,383,175,75,33,52,6826,881,1693,719,12.6,0.7,10.9,0.2,18.6,0.0,6.0,0.1,0.1,0.1,0.0,0.1,2.0,0.3,0.5,0.2
36,New York,NY,36089,St. Lawrence County,36089,"St. Lawrence County, New York",2679.39390445291,108670,0,51780,89,41399,501,26998,1679,2995,407,10035,797,8006,617,6353,1210,19575,110,21686,28,18237,844,2055,280,870,263,9129,224,3252,508,5371,433,922,223,4305,488,10551,126,27.6,1.7,6.3,0.8,24.2,1.9,11.2,0.9,6.0,1.1,18.0,0.1,20.0,0.1,17.2,0.8,4.9,0.7,0.8,0.3,8.4,0.2,6.3,1.0,10.4,0.8,2.2,0.5,10.4,1.2,9.7,0.1,0.9508,0.8033,0.4754,0.6885,0.8689,3.7869,0.918,0.3115,0.4918,0.9016,0.459,0.4426,2.6065,0.6066,0.1967,0.1967,0.1967,0.6066,0.7705,0.8033,0.6721,0.9672,3.8197,1.0,10.4098,0.9344,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,108520,6644,545,2265,135,2577,0,1118,106,489,129,51,14,2394,255,235,100,16.0,1.3,2.1,0.1,2.4,0.0,1.0,0.1,0.4,0.1,0.0,0.1,2.2,0.2,0.2,0.1
36,New York,NY,36091,Saratoga County,36091,"Saratoga County, New York",809.96952658511,236328,0,110095,93,98409,835,25912,2068,4588,651,19805,1124,10263,915,6518,703,44772,43,45784,0,26426,1189,4124,516,1442,349,26859,658,10153,772,7153,658,1238,286,4685,601,3765,59,11.1,0.9,3.5,0.5,20.1,1.1,6.0,0.5,2.8,0.3,18.9,0.1,19.4,0.0,11.3,0.5,4.2,0.5,0.6,0.2,11.4,0.3,9.2,0.7,6.5,0.6,1.3,0.3,4.8,0.6,1.6,0.0,0.0492,0.0328,0.0492,0.0164,0.0164,0.164,0.0,0.4426,0.3607,0.1475,0.2295,0.3115,1.4918,0.0492,0.4098,0.4098,0.4098,0.7377,0.459,0.3443,0.0328,0.1148,1.6886,0.0984,3.7542,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214411,8280,773,3665,367,8320,0,6952,391,181,94,13,23,6872,749,856,403,8.4,0.8,1.6,0.2,3.5,0.0,2.9,0.2,0.1,0.1,0.0,0.1,2.9,0.3,0.4,0.2
36,New York,NY,36093,Schenectady County,36093,"Schenectady County, New York",204.668697982624,159447,0,70843,74,63964,608,28524,1696,4857,687,16892,1078,9168,745,6209,675,27851,26,34078,22,20010,986,3342,463,1378,330,47711,816,7644,700,420,273,1042,299,7835,749,4861,90,18.3,1.1,6.0,0.8,26.4,1.7,8.4,0.7,3.9,0.4,17.5,0.1,21.4,0.1,12.7,0.6,5.2,0.7,0.9,0.2,29.9,0.5,10.8,1.0,0.6,0.4,1.7,0.5,12.2,1.2,3.0,0.1,0.2131,0.7213,0.7377,0.2787,0.3607,2.3115,0.4754,0.1967,0.7869,0.2295,0.5574,0.541,2.3115,0.4426,0.7705,0.7705,0.7705,0.8033,0.1148,0.623,0.8033,0.377,2.7214,0.623,8.1149,0.5574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144142,8030,779,15491,903,12290,0,7731,512,297,128,85,64,9329,987,2488,739,12.6,1.2,9.7,0.6,7.7,0.0,4.8,0.3,0.2,0.1,0.1,0.1,5.9,0.6,1.6,0.5
36,New York,NY,36095,Schoharie County,36095,"Schoharie County, New York",621.818642048202,29970,0,16517,48,12283,269,5147,516,778,158,2618,282,1906,253,1264,214,6905,45,5219,14,5030,412,415,107,47,92,3018,309,483,121,2057,217,229,75,769,166,1321,29,18.0,1.8,5.3,1.1,21.3,2.2,8.9,1.2,4.2,0.7,23.0,0.1,17.4,0.1,16.8,1.4,3.4,0.9,0.2,0.3,10.1,1.0,2.9,0.7,12.5,1.3,1.9,0.6,6.3,1.3,4.4,0.1,0.1967,0.4918,0.1311,0.459,0.4754,1.754,0.2623,0.9016,0.1475,0.8525,0.0,0.0,1.9016,0.1803,0.2787,0.2787,0.2787,0.1967,0.918,0.7213,0.1475,0.5902,2.5737,0.5246,6.508,0.2623,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,23781,1904,186,397,66,1110,0,291,30,20,17,20,20,891,207,289,221,15.5,1.5,1.3,0.2,3.7,0.0,1.0,0.1,0.1,0.1,0.1,0.1,3.0,0.7,1.0,0.7
36,New York,NY,36097,Schuyler County,36097,"Schuyler County, New York",328.343226909106,17855,0,9671,46,7446,264,4439,496,492,131,1687,203,1074,186,784,241,3939,33,3365,13,2719,238,252,84,93,67,1149,127,307,78,1940,251,122,62,440,132,253,20,25.1,2.8,5.7,1.6,22.7,2.6,8.1,1.4,4.4,1.4,22.1,0.2,18.8,0.1,15.3,1.3,3.4,1.1,0.5,0.4,6.4,0.7,3.2,0.8,20.1,2.6,1.6,0.8,5.9,1.8,1.4,0.1,0.8197,0.6557,0.2623,0.2131,0.5738,2.5246,0.5246,0.8852,0.2787,0.6066,0.0,0.2131,1.9836,0.2131,0.0328,0.0328,0.0328,0.2295,0.9836,0.541,0.082,0.0164,1.8525,0.1639,6.3935,0.2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14419,1186,183,148,73,340,0,142,27,24,16,0,21,478,151,17,23,15.9,2.4,0.8,0.4,1.9,0.0,0.8,0.2,0.1,0.1,0.0,0.2,2.7,0.8,0.1,0.1
36,New York,NY,36099,Seneca County,36099,"Seneca County, New York",323.69740324254,33651,0,16116,60,13622,270,6825,696,705,151,3449,352,3857,305,2729,465,6788,55,6743,22,5425,478,479,127,280,109,4023,169,521,162,1650,205,114,44,1190,248,2284,43,21.6,2.2,4.5,0.9,25.3,2.5,15.8,1.2,8.6,1.5,20.2,0.2,20.0,0.1,17.1,1.5,3.5,0.9,0.9,0.3,12.0,0.5,3.2,1.0,10.2,1.3,0.8,0.3,8.7,1.8,6.8,0.1,0.5246,0.2131,0.5738,0.9508,0.9672,3.2295,0.7541,0.7049,0.4918,0.8689,0.0328,0.541,2.6394,0.623,0.4754,0.4754,0.4754,0.2295,0.7213,0.0492,0.4426,0.8361,2.2787,0.4098,8.623,0.6393,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29922,2192,260,1401,90,1285,0,236,46,77,46,5,6,908,183,111,72,16.1,1.9,4.2,0.3,3.8,0.0,0.7,0.1,0.2,0.1,0.0,0.1,2.7,0.5,0.3,0.2
36,New York,NY,36101,Steuben County,36101,"Steuben County, New York",1390.507133531044,93584,0,47507,104,39165,425,21703,1112,2838,312,8513,508,5676,494,4612,677,18690,88,20046,0,13929,640,2194,310,573,188,7085,235,2337,319,6263,420,441,122,3697,297,1726,27,23.5,1.2,6.3,0.7,21.7,1.3,8.5,0.7,5.0,0.7,20.0,0.1,21.4,0.0,15.0,0.7,5.6,0.8,0.6,0.2,7.6,0.3,4.9,0.7,13.2,0.9,1.1,0.3,9.4,0.7,1.8,0.0,0.7377,0.8033,0.1639,0.3443,0.7049,2.7541,0.6393,0.6721,0.7869,0.5574,0.6721,0.3115,3.0,0.8197,0.1148,0.1148,0.1148,0.4426,0.9344,0.1639,0.4918,0.1475,2.1802,0.3934,8.0491,0.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,91324,5794,406,1355,136,1672,0,1538,85,83,41,0,31,2165,249,272,137,14.8,1.0,1.4,0.1,1.8,0.0,1.6,0.1,0.1,0.1,0.0,0.1,2.3,0.3,0.3,0.1
36,New York,NY,36103,Suffolk County,36103,"Suffolk County, New York",910.9216647795,1524486,0,578977,332,510686,1627,158068,5738,39103,1587,114422,2979,101753,3146,66181,3150,263382,41,316671,0,150071,3044,20063,1075,54847,2346,532615,1429,33846,1474,7143,888,12897,969,26674,1504,27955,295,10.5,0.4,4.8,0.2,22.4,0.6,9.5,0.3,4.4,0.2,17.3,0.1,20.8,0.0,9.9,0.2,3.9,0.2,3.8,0.2,34.9,0.1,5.8,0.3,1.2,0.2,2.5,0.2,5.2,0.3,1.8,0.0,0.0328,0.3115,0.2295,0.5246,0.5738,1.6722,0.1967,0.1639,0.6885,0.0328,0.1475,0.8525,1.8852,0.1639,0.8525,0.8525,0.8525,0.5574,0.1803,0.8361,0.0492,0.1475,1.7705,0.1311,6.1804,0.1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514575,41526,1772,107348,2322,313371,0,63912,917,2320,338,184,84,36066,2600,9414,1438,8.1,0.4,7.0,0.2,20.6,0.0,4.2,0.1,0.2,0.1,0.0,0.1,2.4,0.2,0.6,0.1
36,New York,NY,36105,Sullivan County,36105,"Sullivan County, New York",968.14464335279,78725,0,49390,126,29895,750,18297,1414,2673,491,8770,722,7411,731,4293,845,14901,50,16516,49,12129,711,1898,348,2202,395,25040,380,1722,367,4385,417,858,209,2951,411,4750,295,24.2,1.9,7.2,1.3,29.3,2.3,13.3,1.3,5.6,1.1,18.9,0.1,21.0,0.1,15.9,0.9,6.4,1.2,3.0,0.5,31.8,0.5,3.5,0.7,8.9,0.8,2.9,0.7,9.9,1.3,6.0,0.4,0.7869,0.9344,0.9016,0.8852,0.8197,4.3278,0.9672,0.4426,0.7049,0.7377,0.8689,0.8361,3.5902,0.9508,0.8361,0.8361,0.8361,0.2787,0.623,0.8525,0.5574,0.7541,3.0657,0.8197,11.8198,0.9836,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73112,4265,579,6401,362,13663,0,1520,114,184,95,7,23,2617,477,648,355,14.3,1.9,8.1,0.5,17.4,0.0,1.9,0.1,0.2,0.1,0.0,0.1,3.3,0.6,0.8,0.5
36,New York,NY,36107,Tioga County,36107,"Tioga County, New York",518.766653377632,48344,0,21909,41,20312,323,8906,918,1346,266,4319,434,2770,368,1613,311,10080,68,9844,13,7072,619,696,188,140,94,3107,182,600,149,3233,365,109,65,1327,267,572,16,18.7,1.9,5.6,1.1,21.3,2.1,8.0,1.1,3.4,0.6,20.9,0.1,20.4,0.1,14.7,1.3,3.5,0.9,0.3,0.2,6.4,0.4,2.8,0.7,14.8,1.7,0.5,0.3,6.5,1.3,1.2,0.0,0.3115,0.6066,0.1311,0.1803,0.1803,1.4098,0.1475,0.7869,0.6066,0.541,0.0328,0.0492,2.0165,0.2295,0.0328,0.0328,0.0328,0.1311,0.9508,0.0,0.1639,0.0,1.2458,0.0,4.7049,0.0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,38347,2372,306,530,91,1043,0,435,62,65,49,9,19,929,197,96,62,11.7,1.5,1.1,0.2,2.2,0.0,0.9,0.1,0.1,0.1,0.0,0.1,1.9,0.4,0.2,0.1
36,New York,NY,36109,Tompkins County,36109,"Tompkins County, New York",474.641297505844,102555,0,46728,101,42984,487,20126,1291,2429,482,13295,921,2644,375,3405,530,16079,141,14870,67,11516,803,2169,333,842,217,24099,236,6875,601,3607,442,370,147,5708,565,13872,186,22.7,1.5,4.7,0.9,30.9,2.1,4.3,0.6,3.3,0.5,15.7,0.1,14.5,0.1,11.3,0.8,5.1,0.8,0.9,0.2,23.5,0.2,14.7,1.3,7.7,0.9,0.8,0.3,13.3,1.3,13.5,0.2,0.6721,0.2459,0.9508,0.0,0.1148,1.9836,0.2951,0.082,0.0328,0.1475,0.5246,0.541,1.3279,0.0,0.6885,0.6885,0.6885,0.918,0.5738,0.0492,0.9016,1.0,3.4426,0.9508,7.4426,0.4426,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,4,124679,4803,604,3257,338,5521,0,9833,337,97,52,20,27,4526,468,845,233,11.2,1.4,3.2,0.3,5.4,0.0,9.6,0.3,0.1,0.1,0.0,0.1,4.4,0.5,0.8,0.2
36,New York,NY,36111,Ulster County,36111,"Ulster County, New York",1124.235496195928,182153,0,85916,138,72265,885,36117,1675,4604,576,21681,1254,11441,943,11051,1327,37270,53,31525,0,25903,1572,3215,391,2020,412,46122,1539,4905,477,5011,588,1198,303,5195,587,13249,283,20.6,1.0,5.1,0.6,30.0,1.7,8.5,0.7,6.2,0.7,20.5,0.1,17.3,0.0,14.5,0.9,4.5,0.5,1.2,0.2,25.3,0.8,5.7,0.6,5.8,0.7,1.6,0.4,7.2,0.8,7.3,0.2,0.459,0.3934,0.9344,0.3443,0.9016,3.0327,0.6721,0.7541,0.1311,0.4262,0.3279,0.623,2.2623,0.4098,0.7213,0.7213,0.7213,0.5246,0.4098,0.541,0.2295,0.8525,2.5574,0.5082,8.5737,0.623,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,163660,6671,621,10187,442,20154,0,3502,378,105,51,32,45,10216,1348,1926,771,9.2,0.9,5.6,0.2,11.1,0.0,1.9,0.2,0.1,0.1,0.0,0.1,5.6,0.7,1.1,0.4
36,New York,NY,36113,Warren County,36113,"Warren County, New York",867.22118481496,65684,0,40039,50,29782,416,10701,979,1399,360,7266,588,4109,472,2481,421,15130,108,11647,0,10249,692,1036,226,259,166,5135,248,2169,353,1800,260,302,114,2543,397,1048,56,16.5,1.5,4.2,1.1,24.4,1.9,8.3,1.0,3.8,0.6,23.0,0.2,17.7,0.0,15.8,1.1,3.5,0.8,0.4,0.3,7.8,0.4,5.4,0.9,4.5,0.6,1.0,0.4,8.5,1.3,1.6,0.1,0.1148,0.0984,0.5082,0.2459,0.3279,1.2952,0.1311,0.9016,0.1639,0.7049,0.0328,0.1311,1.9343,0.1967,0.1311,0.1311,0.1311,0.4918,0.3279,0.1311,0.3607,0.1148,1.4263,0.0492,4.7869,0.0656,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,76471,3673,469,777,135,1909,0,451,129,44,34,0,31,1847,296,107,88,12.3,1.5,1.2,0.2,2.9,0.0,0.7,0.2,0.1,0.1,0.0,0.1,2.8,0.5,0.2,0.1
36,New York,NY,36115,Washington County,36115,"Washington County, New York",831.19000524773,61310,0,29063,53,24235,458,11077,1210,1546,363,5929,590,4933,509,3218,740,12515,49,11289,58,9009,703,1177,258,472,198,5526,323,815,187,1395,184,336,135,2141,375,2847,59,19.0,2.1,5.1,1.2,24.5,2.4,10.9,1.1,5.5,1.3,20.4,0.1,18.4,0.1,15.3,1.2,4.8,1.1,0.8,0.3,9.0,0.5,2.8,0.6,4.8,0.6,1.4,0.6,8.8,1.5,4.6,0.1,0.3443,0.3934,0.5246,0.6557,0.7869,2.7049,0.6066,0.7377,0.2295,0.6066,0.4098,0.4426,2.4262,0.541,0.2131,0.2131,0.2131,0.1311,0.3607,0.4262,0.459,0.6066,1.9836,0.2459,7.3278,0.3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47617,3599,503,1473,162,1815,0,367,91,91,43,23,36,1608,394,149,88,14.9,2.0,2.4,0.3,3.0,0.0,0.6,0.1,0.1,0.1,0.0,0.1,2.6,0.6,0.2,0.1
36,New York,NY,36117,Wayne County,36117,"Wayne County, New York",603.830082300352,91324,0,42274,74,37756,449,16656,1339,1964,302,8813,682,6153,563,5283,939,18006,115,19291,0,13148,881,1838,299,735,258,10718,419,1475,312,3027,401,556,199,2751,371,1957,62,18.4,1.5,4.3,0.7,23.3,1.8,9.4,0.9,5.8,1.0,19.7,0.1,21.1,0.0,14.5,1.0,4.9,0.8,0.9,0.3,11.7,0.5,3.5,0.7,7.2,1.0,1.5,0.5,7.3,1.0,2.1,0.1,0.2459,0.1311,0.3443,0.4754,0.8525,2.0492,0.377,0.6066,0.7541,0.4262,0.459,0.541,2.7869,0.7377,0.4426,0.4426,0.4426,0.2787,0.5246,0.4918,0.2623,0.2459,1.8033,0.1475,7.082,0.3443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75796,4852,536,2061,225,4362,0,780,112,36,26,3,6,3151,433,325,171,12.9,1.4,2.3,0.2,4.8,0.0,0.9,0.1,0.0,0.1,0.0,0.1,3.5,0.5,0.4,0.2
36,New York,NY,36119,Westchester County,36119,"Westchester County, New York",430.81722165788,997904,0,389146,193,367740,1321,132987,4655,31868,1822,93850,2703,74391,2664,48186,2514,174395,97,214632,118,100137,2873,20938,1388,50983,2351,486821,1235,115072,2401,782,306,16084,1281,52149,2030,25251,280,13.6,0.5,6.0,0.3,25.5,0.7,10.7,0.4,4.9,0.3,17.5,0.1,21.5,0.1,10.1,0.3,5.7,0.4,5.4,0.2,48.8,0.1,29.5,0.6,0.2,0.1,4.4,0.3,14.2,0.5,2.5,0.0,0.0656,0.7213,0.6066,0.623,0.6721,2.6886,0.5902,0.1967,0.8361,0.0656,0.6885,0.9016,2.6885,0.6721,0.9344,0.9344,0.9344,0.9344,0.0328,0.9016,0.918,0.3115,3.0983,0.8525,9.4098,0.7541,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,3,5,977088,32119,1754,133056,1587,257189,0,60873,848,1333,276,71,82,25079,1656,9220,1619,8.7,0.5,13.3,0.2,25.8,0.0,6.1,0.1,0.1,0.1,0.0,0.1,2.5,0.2,0.9,0.2
