ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
36,New York,NY,36103,Suffolk County,36103123404,"Census Tract 1234.04; Suffolk County; New York",0.81279297275,5723,1093,2066,350,1990,388,617,358,99,76,416,151,452,184,296,206,1036,347,992,270,741,344,0,26,341,176,1959,1532,237,111,0,19,69,69,54,44,0,19,10.8,5.9,3,2.3,20.9,6.4,10.3,5,5.2,3.7,18.1,4.4,17.3,4.7,12.9,4.3,0,1.3,6.3,3,34.2,26,11.4,5,0,1.9,3.5,3.4,2.7,2.3,0,0.3,0.274,0.2274,0.3048,0.5176,0.6207,1.9445,0.3532,0.5689,0.3055,0.6067,0,0.6919,2.173,0.3105,0.4728,0.4728,0.4728,0.5564,0,0.5587,0.1374,0,1.2525,0.1456,5.8428,0.2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4733,180,86,480,610,1133,344,258,226,0,19,0,19,88,83,0,19,9,4.3,8.4,10.4,19.8,6.5,4.5,4,0,0.7,0,0.7,1.5,1.4,0,0.7
36,New York,NY,36103,Suffolk County,36103123500,"Census Tract 1235; Suffolk County; New York",1.194052481466,6001,443,2428,275,2295,269,877,412,162,131,768,250,458,208,254,158,1438,398,1083,379,678,238,106,97,143,116,2206,796,605,206,43,70,190,124,54,54,412,21,15.7,7.3,5.7,4.6,33.5,10.2,10.1,4.5,4.5,2.8,24,6.6,18,6,12.1,4.5,4.6,4.2,2.5,2,36.8,13,24.9,8,1.8,2.9,8.2,5.3,2.4,2.4,6.9,0.6,0.4415,0.5385,0.6581,0.5077,0.5525,2.6983,0.5676,0.8405,0.347,0.5561,0.5068,0.4986,2.749,0.6693,0.498,0.498,0.498,0.689,0.8068,0.7662,0.119,0.9042,3.2852,0.912,9.2305,0.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11411,147,122,916,585,1000,516,157,129,0,19,0,19,132,134,1,3,6.4,5,15.3,9.2,16.7,9,2.6,2.2,0,0.7,0,0.7,2.2,2.2,0,0.1
36,New York,NY,36103,Suffolk County,36103123600,"Census Tract 1236; Suffolk County; New York",0.888948503434,3506,438,1605,230,1516,216,221,120,64,58,291,100,47,37,26,29,913,180,460,84,450,141,60,59,101,141,383,652,142,132,0,13,0,18,136,174,0,13,6.3,3.3,3.2,2.9,19.2,6,1.7,1.4,0.7,0.8,26,5.5,13.1,2.4,12.8,3.8,4,3.8,3,4.1,10.9,18.5,8.9,8.1,0,2.5,0,1.2,9,10.8,0,0.4,0.1176,0.2495,0.245,0.0491,0.0637,0.7249,0.0454,0.8923,0.1311,0.5997,0.4538,0.5325,2.6094,0.5855,0.1863,0.1863,0.1863,0.5125,0,0,0.3907,0,0.9032,0.065,4.4238,0.0663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,155,169,70,75,293,198,13,15,0,13,0,13,7,12,0,13,10.2,10.4,2,2.2,8.4,5.7,0.4,0.4,0,1.1,0,1.1,0.2,0.3,0,1.1
36,New York,NY,36103,Suffolk County,36103123701,"Census Tract 1237.01; Suffolk County; New York",0.85060973314,7269,939,1913,175,1853,177,1379,634,244,166,541,210,1038,294,465,279,666,172,1865,495,477,173,200,112,1364,385,5642,1074,188,90,0,19,111,78,92,69,27,4,19.9,8.9,5.8,3.9,29.2,11,21.6,5.1,6.4,3.7,9.2,2.6,25.7,4.5,6.6,2.6,10.8,6,20.4,5.3,77.6,10.9,9.8,4.6,0,2.1,6,4.2,5,3.7,0.4,0,0.5625,0.5497,0.5576,0.8222,0.7168,3.2088,0.7052,0.1182,0.8248,0.1282,0.8407,0.9178,2.8297,0.7102,0.7467,0.7467,0.7467,0.5298,0,0.6916,0.2493,0.4313,1.902,0.3715,8.6872,0.6828,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,9765,196,89,511,279,4442,878,122,108,138,158,0,19,277,207,152,123,10.6,5,7,3.7,61.1,7.5,1.7,1.6,1.9,2.2,0,0.5,3.8,2.8,2.1,1.7
36,New York,NY,36103,Suffolk County,36103123703,"Census Tract 1237.03; Suffolk County; New York",0.399411322042,3577,687,1184,151,1122,173,756,517,114,101,406,199,450,246,162,128,466,177,870,384,327,157,188,154,151,119,2101,880,0,18,0,13,99,94,0,13,31,4,21.2,13.9,6.1,4.7,36.2,16.8,19.6,9.1,4.5,3.5,13,5.1,24.3,7.4,9.1,5,16.8,13.5,4.5,3.4,58.7,21.9,0,1.5,0,3.3,8.8,8.3,0,3.5,0.9,0.2,0.5945,0.5773,0.7113,0.785,0.5525,3.2206,0.7077,0.2759,0.7613,0.3084,0.9373,0.621,2.9039,0.7446,0.6462,0.6462,0.6462,0,0,0.7832,0,0.6108,1.394,0.183,8.1647,0.6075,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2426,0,13,432,372,1292,576,94,137,0,13,0,13,283,175,0,13,0,3.5,12.1,10.3,36.1,11.9,2.6,3.8,0,1.1,0,1.1,7.9,4.8,0,1.1
36,New York,NY,36103,Suffolk County,36103123704,"Census Tract 1237.04; Suffolk County; New York",0.490589695444,4893,1577,1409,120,1287,155,1411,746,131,159,489,208,618,281,308,211,867,193,1430,842,446,139,67,60,459,222,3207,1630,59,43,0,13,109,122,17,20,0,13,32.7,15.6,6.3,6.2,38,15.5,20.4,8.7,6.3,4.8,17.7,6.7,29.2,8.8,9.1,4,5.2,4.6,10.6,4.3,65.5,25.8,4.2,3,0,2.8,8.5,9.4,1.3,1.6,0,0.3,0.8003,0.5943,0.7438,0.8003,0.7096,3.6483,0.8171,0.5457,0.921,0.3084,0.5623,0.788,3.1254,0.8271,0.6813,0.6813,0.6813,0.3979,0,0.7754,0.0602,0,1.2335,0.1389,8.6885,0.6831,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3494,126,64,275,228,2888,1506,44,40,0,13,0,13,0,13,0,13,9.8,4.9,5.6,5.2,59,13.9,0.9,0.9,0,0.8,0,0.8,0,0.8,0,0.8
36,New York,NY,36103,Suffolk County,36103123801,"Census Tract 1238.01; Suffolk County; New York",0.78442219779,4247,599,1710,194,1582,197,330,261,57,57,281,108,251,89,23,23,820,114,569,193,314,123,87,87,120,70,870,815,68,39,0,13,38,24,44,34,8,3,7.8,6,2.3,2.1,17.8,6.5,7.8,2.8,0.6,0.6,19.3,3.9,13.4,3.3,7.5,3.2,5.5,5.5,2.9,1.6,20.5,19,3.9,2.2,0,2.3,2.4,1.5,2.8,2.1,0.2,0.1,0.1707,0.1509,0.1984,0.3975,0.0516,0.9691,0.0922,0.6378,0.1395,0.1885,0.5832,0.5271,2.0761,0.2581,0.3183,0.3183,0.3183,0.386,0,0.4755,0.1429,0.3191,1.3235,0.1631,4.687,0.0931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,117,59,115,138,651,189,65,58,18,30,0,13,21,21,0,13,7.4,3.8,2.7,3.3,15.3,4.1,1.5,1.4,0.4,0.7,0,0.9,0.5,0.5,0,0.9
36,New York,NY,36103,Suffolk County,36103123802,"Census Tract 1238.02; Suffolk County; New York",0.567191946142,3456,552,1289,126,1240,131,401,265,125,59,461,133,111,69,141,90,470,96,618,192,410,101,11,20,87,78,787,747,9,19,0,13,10,20,59,39,0,13,11.6,7.5,6.2,3.2,37.2,10,4.1,2.6,4.1,2.5,13.6,3.3,17.9,4.8,11.9,3.4,0.9,1.6,2.7,2.4,22.8,21.3,0.7,1.5,0,3.1,0.8,1.6,4.8,3.2,0,0.4,0.2987,0.5865,0.7305,0.1776,0.5075,2.3008,0.46,0.3091,0.3415,0.5387,0.1093,0.5116,1.8102,0.1463,0.3502,0.3502,0.3502,0.2171,0,0.2778,0.2415,0,0.7364,0.0374,5.1976,0.1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,68,53,40,48,434,217,212,224,0,13,0,13,71,80,30,33,5.5,4.4,1.2,1.4,12.6,5.9,6.1,6.3,0,1.1,0,1.1,2.1,2.3,0.9,1
36,New York,NY,36103,Suffolk County,36103123900,"Census Tract 1239; Suffolk County; New York",0.640826230766,5288,807,1736,221,1643,220,782,652,149,70,533,228,222,92,210,118,766,156,954,231,576,376,7,21,161,104,1608,1095,21,39,0,19,26,28,60,54,0,19,14.9,12.2,5.1,2.3,32.4,13.2,5.6,2.4,4,2.1,14.5,3.2,18,4.1,10.9,5.9,0.4,1.3,3.2,2,30.4,20.2,1.2,2.2,0,2.3,1.6,1.7,3.7,3.3,0,0.4,0.4178,0.4729,0.6323,0.2724,0.4959,2.2913,0.4558,0.3638,0.347,0.463,0.0713,0.5467,1.7918,0.1389,0.4341,0.4341,0.4341,0.2584,0,0.3947,0.1861,0,0.8392,0.053,5.3564,0.1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791,24,20,208,211,1060,356,278,230,25,27,0,19,37,36,0,19,1.5,1.2,3.9,4,20,6.4,5.3,4.2,0.5,0.5,0,0.8,0.7,0.7,0,0.8
36,New York,NY,36103,Suffolk County,36103124001,"Census Tract 1240.01; Suffolk County; New York",0.586982376356,4609,516,1531,170,1412,157,346,214,125,80,365,161,314,130,134,88,732,184,958,248,309,99,28,47,120,84,997,749,0,18,0,13,12,23,49,41,6,1,7.5,4.6,4.5,2.7,25.8,11,9.8,3.9,2.9,1.8,15.9,4.2,20.8,3.9,6.7,2.2,2,3.3,2.7,1.9,21.6,16.1,0,1.2,0,2.6,0.8,1.6,3.5,3,0.1,0,0.1603,0.4034,0.4637,0.4958,0.3564,1.8796,0.3313,0.4437,0.5523,0.1348,0.2248,0.5116,1.8672,0.1669,0.334,0.334,0.334,0,0,0.2778,0.1758,0.2617,0.7153,0.0359,4.7961,0.1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4829,54,42,291,318,654,211,24,40,0,13,0,13,28,29,0,13,3.8,3.1,6.3,6.8,14.2,4.6,0.5,0.9,0,0.9,0,0.9,0.6,0.6,0,0.9
36,New York,NY,36103,Suffolk County,36103124002,"Census Tract 1240.02; Suffolk County; New York",0.52589602063,3218,602,1080,116,1016,108,147,103,211,127,201,89,94,72,50,51,474,109,578,207,337,169,20,36,132,112,603,798,0,18,0,13,16,29,18,28,0,13,4.6,3.1,10.2,4.8,19.8,8.5,4.1,3,1.6,1.5,14.7,3.8,18,4,10.5,5,2,3.5,4.3,3.5,18.7,24.6,0,1.7,0,3.6,1.6,2.8,1.8,2.7,0,0.4,0.0641,0.832,0.2642,0.1776,0.1734,1.5113,0.2254,0.3753,0.347,0.4326,0.2248,0.6085,1.9882,0.2138,0.297,0.297,0.297,0,0,0.3947,0.0855,0,0.4802,0.0165,4.2767,0.0568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813,17,19,97,126,411,342,17,28,0,13,0,13,42,35,36,69,1.7,1.9,3,4.1,12.8,9.6,0.5,0.9,0,1.2,0,1.2,1.3,1.1,1.1,2.2
36,New York,NY,36103,Suffolk County,36103124101,"Census Tract 1241.01; Suffolk County; New York",0.54958144782,4014,563,1507,230,1404,240,613,363,187,118,324,135,251,127,62,44,664,196,742,211,748,261,120,77,108,101,845,751,81,66,0,13,36,43,121,158,15,2,15.4,8.8,9.1,5.5,23.1,8.8,8.6,4.5,1.5,1.1,16.5,4,18.5,5.1,18.6,5.3,8.5,5.3,2.8,2.6,21.1,18.5,5.4,4.3,0,2.6,2.6,3,8.6,10.3,0.4,0.1,0.4333,0.7849,0.3795,0.4366,0.1581,2.1924,0.4286,0.4763,0.3837,0.8728,0.7598,0.521,3.0136,0.7891,0.3272,0.3272,0.3272,0.4359,0,0.4945,0.3816,0.4313,1.7433,0.305,7.2765,0.4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,54,35,97,136,708,402,19,74,0,13,0,13,21,34,0,13,3.8,2.6,2.4,3.4,17.6,9,0.5,1.9,0,1,0,1,0.5,0.9,0,1
36,New York,NY,36103,Suffolk County,36103124102,"Census Tract 1241.02; Suffolk County; New York",0.465327041584,3582,416,1229,111,1120,127,357,224,140,120,155,74,390,269,88,81,529,185,701,178,430,185,83,70,40,64,571,607,0,18,0,13,16,28,21,24,17,2,10.1,6.2,7.5,5.9,13.8,6.4,15.6,9.3,2.5,2.2,14.8,5.2,19.6,4.9,12,5.2,7.4,6.2,1.2,1.9,15.9,16.8,0,1.5,0,3.2,1.4,2.5,1.9,2.2,0.5,0.1,0.25,0.6932,0.0876,0.7031,0.2976,2.0315,0.3803,0.382,0.4663,0.5485,0.7108,0.3575,2.4651,0.488,0.2625,0.2625,0.2625,0,0,0.3683,0.0908,0.4814,0.9405,0.0716,5.6996,0.2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,93,105,72,91,402,378,0,13,0,13,0,13,97,95,0,13,8.3,8.8,2,2.6,11.2,10,0,1.1,0,1.1,0,1.1,2.7,2.6,0,1.1
36,New York,NY,36103,Suffolk County,36103124200,"Census Tract 1242; Suffolk County; New York",0.978292120132,6428,734,2163,221,2152,224,600,577,211,129,639,233,153,100,44,57,961,163,1637,522,532,241,142,104,242,145,1373,953,61,64,0,19,34,47,105,68,7,2,9.5,9.1,5.9,3.6,29.7,10.4,3.6,2.3,0.7,0.9,15,2.9,25.5,6,8.3,3.9,6.6,4.8,4.1,2.4,21.4,14.6,2.8,2.9,0,1.8,1.6,2.2,4.9,3.1,0.1,0,0.2308,0.5584,0.5709,0.1487,0.0637,1.5725,0.2422,0.3926,0.8163,0.2501,0.6596,0.5976,2.7162,0.6499,0.3311,0.3311,0.3311,0.344,0,0.3947,0.2453,0.2617,1.2457,0.1431,5.8655,0.2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4770,164,105,128,105,858,623,208,229,3,6,0,19,176,204,0,19,7.6,4.9,2,1.5,13.3,9.1,3.2,3.5,0,0.1,0,0.6,2.7,3,0,0.6
36,New York,NY,36103,Suffolk County,36103124301,"Census Tract 1243.01; Suffolk County; New York",0.387137911666,1948,239,829,149,772,112,68,53,51,62,115,69,190,150,0,13,449,146,235,56,253,146,0,18,0,52,315,371,191,105,0,13,0,18,5,10,129,4,3.7,2.9,4.6,5.2,14.9,8.7,12.1,9,0,2.2,23,7,12.1,3.1,13.9,7.6,0,2.3,0,2.7,16.2,18.9,23,12,0,4.7,0,2.3,0.6,1.2,6.6,0.8,0.0427,0.4163,0.1108,0.5921,0,1.1619,0.1397,0.8077,0.1003,0.6699,0,0,1.5779,0.0823,0.2672,0.2672,0.2672,0.6748,0,0,0.0276,0.9004,1.6028,0.2535,4.6098,0.0838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2590,75,59,62,57,185,150,21,27,0,13,0,13,7,10,40,61,9.7,7.3,3.2,3,9.5,7.6,1.1,1.4,0,2,0,2,0.4,0.5,2.1,3.2
36,New York,NY,36103,Suffolk County,36103124302,"Census Tract 1243.02; Suffolk County; New York",0.906620778076,4510,654,1925,269,1925,269,426,214,102,99,457,191,724,613,129,113,1345,389,691,270,867,325,76,75,180,131,965,973,335,184,175,266,18,26,183,106,33,3,9.5,4.6,4.6,4.4,23.7,9.4,19.5,14,2.9,2.6,29.8,7.2,15.3,5.7,19.2,5.7,4,3.9,4.1,2.9,21.4,21.3,17.4,9.2,9.1,12.9,1,1.3,9.5,5.7,0.7,0.1,0.2308,0.4163,0.3987,0.7829,0.3564,2.1851,0.4262,0.9498,0.2078,0.8901,0.4538,0.5976,3.0991,0.8185,0.3311,0.3311,0.3311,0.6285,0.9135,0.3119,0.4035,0.5602,2.8176,0.7727,8.4329,0.6472,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,4255,273,271,300,267,604,251,43,56,0,13,0,13,18,28,0,13,14.2,12.6,6.7,6.2,13.4,5.5,1,1.2,0,0.9,0,0.9,0.4,0.6,0,0.9
36,New York,NY,36103,Suffolk County,36103124401,"Census Tract 1244.01; Suffolk County; New York",1.056371597082,3419,466,1546,122,1396,110,246,220,189,132,410,151,142,69,26,43,788,97,498,187,378,125,18,20,67,74,365,675,461,127,0,13,11,25,135,60,217,6,7.7,6.8,10.3,6.9,29.4,10.6,5.2,2.5,0.8,1.4,23,4.2,14.6,4.5,11.8,3.9,1.2,1.4,2,2.2,10.7,19.7,29.8,7.9,0,2.6,0.8,1.8,9.7,4.2,6.3,0.9,0.1669,0.8362,0.5631,0.2463,0.0758,1.8883,0.3342,0.8077,0.1805,0.5307,0.1357,0.4526,2.1072,0.2739,0.1835,0.1835,0.1835,0.7209,0,0.2778,0.4082,0.8978,2.3047,0.5469,6.4837,0.3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5191,145,72,46,38,252,102,47,54,0,13,0,13,20,24,0,13,10.4,5,1.3,1.1,7.4,3.2,1.4,1.6,0,1.2,0,1.2,0.6,0.7,0,1.2
36,New York,NY,36103,Suffolk County,36103124402,"Census Tract 1244.02; Suffolk County; New York",8.200733506722,4040,661,1631,327,1426,350,111,96,129,95,382,301,95,66,178,105,875,395,618,186,327,116,27,32,130,123,866,926,0,18,0,13,0,18,34,25,0,13,2.7,2.3,5.5,3.8,26.8,20.1,3.1,2.3,4.4,2.5,21.7,8.3,15.3,4.2,8.1,2.8,1.9,2.2,3.4,3.1,21.4,22.7,0,1.1,0,2.4,0,1.3,2.4,1.8,0,0.3,0.0235,0.5166,0.4909,0.1174,0.5413,1.6897,0.2709,0.7613,0.2078,0.2369,0.2138,0.5589,1.9787,0.2102,0.3311,0.3311,0.3311,0,0,0,0.119,0,0.119,0.0032,4.1185,0.0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,96,67,25,42,669,385,26,31,0,13,0,13,105,104,41,46,6.7,4.8,0.6,1,16.6,9.2,0.6,0.7,0,1,0,1,2.6,2.5,1,1.2
36,New York,NY,36103,Suffolk County,36103124500,"Census Tract 1245; Suffolk County; New York",0.93837071774,5070,442,1958,177,1836,172,307,184,114,60,356,147,197,122,126,124,954,322,1020,140,353,136,82,93,131,145,895,693,166,88,0,19,65,63,63,53,7,2,6.1,3.6,3.7,2,19.4,7.8,5.1,3.1,2.5,2.4,18.8,5.6,20.1,3.1,7,2.7,4.5,5,2.7,3,17.7,13.6,8.5,4.4,0,2,3.5,3.4,3.4,2.9,0.1,0,0.1108,0.3128,0.2512,0.2399,0.2976,1.2123,0.1524,0.6117,0.5039,0.1543,0.4998,0.5116,2.2813,0.3742,0.2857,0.2857,0.2857,0.5042,0,0.5587,0.1707,0.2617,1.4953,0.2146,5.2746,0.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809,97,68,68,64,538,282,88,66,0,19,0,19,146,101,55,74,5.3,3.8,1.3,1.3,10.6,5.5,1.7,1.4,0,0.8,0,0.8,2.9,2,1.1,1.5
36,New York,NY,36103,Suffolk County,36103124601,"Census Tract 1246.01; Suffolk County; New York",0.471757570394,2624,313,1123,170,1067,170,184,140,34,31,370,196,38,40,29,27,550,142,364,103,298,103,35,29,31,59,341,440,0,18,0,13,0,18,56,49,0,13,7,5.3,2.2,2.1,34.7,17.5,1.9,1.9,1.1,1,21,5.2,13.9,3.5,11.4,3.9,3.3,2.7,1.2,2.4,13,16.7,0,1.6,0,3.5,0,1.7,5.2,4.6,0,0.5,0.1394,0.1424,0.6851,0.0568,0.1125,1.1362,0.1329,0.7322,0.1535,0.5026,0.3774,0.3575,2.1232,0.2822,0.2148,0.2148,0.2148,0,0,0,0.2596,0,0.2596,0.0057,3.7338,0.0283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271,96,57,0,13,244,171,42,56,0,13,0,13,55,51,0,13,9,5.3,0,1.5,9.3,6.4,1.6,2.1,0,1.5,0,1.5,2.1,1.9,0,1.5
36,New York,NY,36103,Suffolk County,36103124602,"Census Tract 1246.02; Suffolk County; New York",1.000530050924,4491,397,1816,172,1773,171,672,398,154,79,463,163,56,45,114,80,774,169,931,200,453,171,27,30,0,52,778,581,97,58,0,13,43,40,79,66,33,5,15,8.8,5.8,3.2,26.1,8.8,1.7,1.4,2.5,1.7,17.2,3.6,20.7,3.7,10.1,3.6,1.5,1.7,0,1.3,17.3,12.8,5.4,3.2,0,2.2,2.4,2.2,4.5,3.6,0.7,0.1,0.4208,0.5497,0.4709,0.0491,0.2976,1.7881,0.3036,0.518,0.5457,0.3978,0.1701,0,1.6316,0.0946,0.28,0.28,0.28,0.4359,0,0.4755,0.229,0.5602,1.7006,0.2883,5.4003,0.1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6469,27,26,0,13,414,254,55,72,0,13,0,13,108,106,201,263,1.5,1.5,0,0.9,9.2,5.8,1.2,1.6,0,0.9,0,0.9,2.4,2.3,4.5,5.8
36,New York,NY,36103,Suffolk County,36103134702,"Census Tract 1347.02; Suffolk County; New York",2.537648445164,6146,619,2459,232,2367,254,516,374,154,121,776,282,259,136,344,200,1440,402,1135,176,706,221,116,113,98,116,899,866,239,169,0,19,32,50,449,230,0,19,8.4,6,4.8,3.5,32.8,11.4,6,3.2,5.6,3.2,23.4,5.4,18.5,2.5,11.5,3.8,4.9,4.7,1.7,2,14.6,14,9.8,6.8,0,1.6,1.4,2.1,19,8.6,0,0.3,0.1932,0.4382,0.6422,0.295,0.6589,2.2275,0.4393,0.8214,0.3837,0.5118,0.535,0.4226,2.6745,0.6275,0.2393,0.2393,0.2393,0.5298,0,0.3683,0.5614,0,1.4595,0.2043,6.6008,0.3499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804,308,194,83,102,454,155,321,305,0,19,0,19,41,37,0,19,13,7.7,1.4,1.7,7.4,2.5,5.2,4.9,0,0.6,0,0.6,0.7,0.6,0,0.6
36,New York,NY,36103,Suffolk County,36103134703,"Census Tract 1347.03; Suffolk County; New York",3.859063621166,3950,814,1256,141,1229,148,38,28,102,78,122,58,22,20,10,17,688,108,929,369,351,147,15,28,0,52,334,1160,0,18,0,13,0,18,14,21,12,3,1,0.7,4.5,3.6,9.9,4.6,0.9,0.8,0.3,0.4,17.4,4.4,23.5,5.1,8.9,2.6,1.2,2.3,0,1.4,8.5,29.3,0,1.4,0,3.1,0,1.5,1.1,1.7,0.3,0,0.0057,0.4034,0.0295,0.0234,0.0295,0.4915,0.0196,0.5286,0.7126,0.2936,0.1357,0,1.6705,0.1057,0.1405,0.1405,0.1405,0,0,0,0.0494,0.3787,0.4281,0.0131,2.7306,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313,85,90,17,18,106,92,108,79,0,13,0,13,96,63,7,13,6.9,6.9,0.4,0.5,2.7,2.4,2.7,2,0,1,0,1,2.4,1.7,0.2,0.3
36,New York,NY,36103,Suffolk County,36103134704,"Census Tract 1347.04; Suffolk County; New York",1.800070844728,2865,279,1058,103,1014,111,233,128,58,36,223,94,102,41,76,58,574,96,576,147,201,71,42,29,49,54,345,371,80,47,0,13,11,22,33,36,250,5,8.8,4.7,3.7,2.2,22,9,4.9,2,2.9,2.2,20,3.6,20.1,4,7.6,2.7,4.2,2.8,1.8,2,12,12.9,7.6,4.4,0,3.7,1.1,2.2,3.3,3.5,8.7,0.9,0.2082,0.3128,0.3385,0.2271,0.3564,1.443,0.2089,0.6753,0.5039,0.1961,0.4724,0.4322,2.2799,0.3736,0.1997,0.1997,0.1997,0.4865,0,0.3246,0.1667,0.9278,1.9056,0.3731,5.8282,0.2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3520,52,45,26,28,263,151,12,14,0,13,0,13,44,46,0,13,5.1,4.4,0.9,1,9.2,4.8,0.4,0.5,0,1.4,0,1.4,1.5,1.6,0,1.4
36,New York,NY,36103,Suffolk County,36103134902,"Census Tract 1349.02; Suffolk County; New York",2.556090607194,5236,647,1564,146,1536,137,149,105,105,68,214,101,186,86,168,124,1099,179,823,212,407,102,19,21,40,71,1030,840,39,57,0,19,0,26,91,72,319,8,3,2.1,3.8,2.6,13.9,6.5,4.8,2.2,3.4,2.5,21,4.4,15.7,3.8,8.3,2.6,1.2,1.4,0.8,1.4,19.7,15.9,2.5,3.6,0,2.5,0,1.7,5.9,4.8,6.1,0.8,0.0288,0.3221,0.0895,0.2199,0.4241,1.0844,0.1199,0.7322,0.2253,0.2501,0.1357,0.2942,1.6375,0.096,0.3085,0.3085,0.3085,0.3294,0,0,0.2904,0.8919,1.5117,0.2191,4.5421,0.0779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536,23,25,77,53,380,211,569,391,4,10,0,19,0,19,0,19,1.5,1.7,1.5,1,7.3,3.9,10.9,6.9,0.1,0.2,0,0.8,0,0.8,0,0.8
