ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
36,New York,NY,36103,Suffolk County,36103159414,"Census Tract 1594.14; Suffolk County; New York",6.164740440322,2649,463,1204,111,1097,138,255,196,35,45,206,109,73,76,38,46,308,144,483,318,200,110,99,87,21,96,503,598,372,155,0,13,44,48,46,57,24,2,9.6,7.2,2.5,3.2,18.8,9.7,3.6,3.6,1.4,1.8,11.6,4.8,18.2,9.9,7.6,3.8,9,7.8,0.8,3.7,19,22.3,30.9,12.6,0,3.3,4,4.3,4.2,5.1,0.9,0.2,0.234,0.1719,0.2317,0.1487,0.146,0.9323,0.0838,0.2027,0.3619,0.1961,0.7799,0.2942,1.8348,0.1549,0.2998,0.2998,0.2998,0.7268,0,0.5927,0.2138,0.6108,2.1441,0.4749,5.211,0.1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4077,54,64,272,259,164,358,62,183,0,13,0,13,5,40,0,13,4.9,5.8,10.3,9.2,6.2,12.6,2.3,6.7,0,1.5,0,1.5,0.2,1.5,0,1.5
36,New York,NY,36103,Suffolk County,36103159415,"Census Tract 1594.15; Suffolk County; New York",1.52654499097,1499,219,813,131,744,139,339,214,42,63,354,154,76,63,152,107,129,91,295,50,215,154,72,64,29,63,430,359,514,173,0,13,18,32,48,49,13,2,22.6,13.9,4.8,7.2,47.6,18.7,7.2,5.6,10.1,7,8.6,5.6,19.7,3.7,14.3,9.4,9.7,8.4,2.3,5,28.7,23.6,63.2,18.7,0,4.8,2.4,4.3,6.5,6.7,0.9,0,0.6262,0.4382,0.8784,0.3671,0.8767,3.1866,0.6987,0.0999,0.4754,0.6945,0.8065,0.4829,2.5592,0.5509,0.4166,0.4166,0.4166,0.837,0,0.4755,0.3092,0.6108,2.2325,0.5139,8.3949,0.6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3126,110,99,164,180,210,156,0,13,5,8,1,10,50,64,0,13,14.8,12.1,10.9,12.2,14,10.8,0,2.6,0.3,0.6,0.1,0.7,3.3,4.3,0,2.6
36,New York,NY,36103,Suffolk County,36103159416,"Census Tract 1594.16; Suffolk County; New York",1.16941029352,5698,948,1630,172,1531,192,1586,763,350,277,546,212,779,319,434,275,474,222,1331,267,523,269,167,121,108,115,1943,1308,0,26,0,19,68,50,59,51,24,3,28,12.7,12.1,8.8,35.7,13.1,21,7,7.6,4.6,8.3,3.4,23.4,4.4,9.2,4.4,10.9,7.8,2,2.1,34.1,22.2,0,1.6,0,2.4,4.5,3.2,3.9,3.4,0.4,0.1,0.7354,0.8903,0.7041,0.8126,0.7801,3.9225,0.8793,0.0926,0.7066,0.3161,0.844,0.4526,2.4119,0.4531,0.4726,0.4726,0.4726,0,0,0.623,0.1957,0.4313,1.25,0.1442,8.057,0.5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531,139,89,294,182,1522,496,80,113,0,19,0,19,34,48,13,18,9.1,6,5.2,3.4,26.7,8,1.4,2,0,0.7,0,0.7,0.6,0.8,0.2,0.3
36,New York,NY,36103,Suffolk County,36103159509,"Census Tract 1595.09; Suffolk County; New York",0.977689801012,3766,849,1389,266,1197,263,1187,820,66,59,388,133,293,126,89,80,268,100,992,587,265,115,36,48,86,88,1397,1074,0,18,0,13,0,18,11,17,0,13,31.5,20.6,3.9,3.5,32.4,8.5,11.8,5.2,2.4,2.3,7.1,3.2,26.3,11.8,7.1,3.1,3,4,2.6,2.6,37.1,27.3,0,1.3,0,2.8,0,1.5,0.9,1.4,0,0.3,0.7829,0.3338,0.6323,0.5819,0.2817,2.6126,0.5431,0.0635,0.8461,0.1611,0.3428,0.5048,1.9183,0.1838,0.5014,0.5014,0.5014,0,0,0,0.0407,0,0.0407,0.0017,5.073,0.1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,63,37,96,122,829,195,0,13,0,13,0,13,472,545,0,13,5.3,3.2,2.5,3.2,22,7.4,0,1.1,0,1.1,0,1.1,12.5,13.2,0,1.1
36,New York,NY,36103,Suffolk County,36103159510,"Census Tract 1595.10; Suffolk County; New York",6.179615019872,237,102,1776,87,73,19,36,28,0,13,14,20,33,24,14,13,37,16,46,25,45,24,0,18,13,53,126,107,55,22,8,9,3,13,15,12,1,6,15.2,9.8,0,24.1,19.2,26.9,18.4,9.8,5.9,4.3,15.6,7,19.4,4.9,19,7.7,0,24.7,5.7,23,53.2,38.9,3.1,1.2,0.5,0.5,4.1,17.8,20.5,12.8,0.4,2.5,0.4265,0,0.245,0.7639,0.6818,2.1172,0.4049,0.4256,0.4518,0.8854,0,0.6724,2.4352,0.4696,0.6147,0.6147,0.6147,0.3552,0.714,0.5971,0.5751,0.4313,2.6727,0.7204,7.8398,0.5565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,10,7,52,62,74,53,0,13,0,13,0,13,0,13,0,13,13.7,9,21.9,19.8,31.2,15.9,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5
36,New York,NY,36103,Suffolk County,36103159511,"Census Tract 1595.11; Suffolk County; New York",1.311886564744,6362,581,2211,192,2070,198,1055,487,233,177,649,266,357,146,400,165,798,166,1718,235,819,374,236,137,14,79,2915,831,6,21,68,44,28,46,148,102,4,5,16.6,7.5,8,5.9,31.4,12.5,8.9,3.5,6.3,2.5,12.5,2.4,27,2.7,12.9,6,11.4,6.5,0.2,1.3,45.8,12.4,0.3,0.9,3.1,1.9,1.4,2.2,7.1,4.9,0.1,0.1,0.4688,0.7276,0.6116,0.4517,0.7096,2.9693,0.6434,0.2465,0.8663,0.6067,0.8533,0.1461,2.7189,0.6515,0.5695,0.5695,0.5695,0.1852,0.8435,0.3683,0.333,0.2617,1.9917,0.4122,8.2494,0.6208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307,255,153,635,406,1623,256,57,63,326,139,0,19,274,177,0,19,12.3,7.4,10,6.5,25.5,3.7,0.9,1,5.1,2.2,0,0.6,4.3,2.7,0,0.6
36,New York,NY,36103,Suffolk County,36103159512,"Census Tract 1595.12; Suffolk County; New York",0.87910213023,2430,385,889,181,842,188,521,278,58,43,338,216,209,105,66,48,356,204,553,230,230,92,43,35,45,64,564,560,0,18,0,13,12,22,20,20,15,5,21.4,10.9,4.4,3.2,40.1,24,12.2,5.9,2.7,2.1,14.7,8.7,22.8,7.2,9.5,3.4,5.1,4,1.9,2.7,23.2,22.8,0,2,0,4.4,1.4,2.6,2.4,2.3,0.6,0.2,0.6004,0.3938,0.7777,0.5972,0.3241,2.6932,0.5657,0.3753,0.6713,0.346,0.5538,0.443,2.3894,0.4384,0.3538,0.3538,0.3538,0,0,0.3683,0.119,0.5252,1.0125,0.087,6.4489,0.3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,27,27,134,114,314,141,98,95,0,13,0,13,18,17,0,13,3.2,3.3,5.5,4.6,12.9,5.7,4,4.1,0,1.6,0,1.6,0.7,0.7,0,1.6
36,New York,NY,36103,Suffolk County,36103159513,"Census Tract 1595.13; Suffolk County; New York",1.31053829656,4992,1057,1683,277,1543,295,489,312,65,61,323,150,318,167,207,128,757,315,811,339,818,389,18,30,94,104,1494,1401,11,21,26,45,47,54,22,18,0,13,9.8,5.9,2.9,2.7,20.9,8.9,8.3,4.7,4.1,2.8,15.2,4.4,16.2,6.2,16.4,5.6,1.2,1.9,1.9,2.1,29.9,27.3,0.7,1.2,1.5,2.7,3.1,3.4,1.4,1.1,0,0.3,0.2412,0.2149,0.3048,0.4228,0.5075,1.6912,0.2714,0.402,0.2459,0.7949,0.1357,0.443,2.0215,0.229,0.4286,0.4286,0.4286,0.2171,0.7945,0.5296,0.0639,0,1.6051,0.2548,5.7464,0.2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180,344,263,385,416,865,260,124,174,0,13,7,14,108,133,5,9,22.3,14.1,7.7,8,17.3,5.3,2.5,3.4,0,0.8,0.1,0.3,2.2,2.7,0.1,0.2
36,New York,NY,36103,Suffolk County,36103159514,"Census Tract 1595.14; Suffolk County; New York",2.905685504788,2894,493,1135,80,985,118,468,453,40,37,135,92,59,51,0,13,486,166,733,289,527,259,0,18,0,52,1114,621,33,53,0,13,45,58,106,74,4,1,16.2,15.4,2.8,2.7,13.7,9.2,2.8,2.4,0,1.4,16.8,6.6,25.3,7,18.2,8.3,0,1.8,0,2,38.5,20.4,2.9,4.7,0,3.5,4.6,5.9,10.8,7.3,0.1,0,0.4574,0.2031,0.0846,0.1014,0,0.8465,0.0669,0.4954,0.8078,0.8597,0,0,2.1629,0.3046,0.5159,0.5159,0.5159,0.3469,0,0.6292,0.4314,0.2617,1.6692,0.2752,5.1945,0.1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,33,52,405,507,517,345,154,194,0,13,0,13,38,59,0,13,3.4,5.2,14,16.5,17.9,11.4,5.3,7,0,1.4,0,1.4,1.3,2.1,0,1.4
36,New York,NY,36103,Suffolk County,36103159515,"Census Tract 1595.15; Suffolk County; New York",1.540967445078,2685,706,866,103,755,137,281,182,21,35,258,101,124,72,57,58,338,88,823,340,392,146,105,84,24,63,1016,951,22,35,0,13,7,19,65,53,0,13,10.6,6.3,1.7,2.7,34.2,11.9,7.4,4.4,2.1,2,12.6,2.6,30.7,6,14.6,5.8,13.9,10.8,1,2.6,37.8,34,2.5,4,0,4.5,0.9,2.5,8.6,6.9,0,0.5,0.2665,0.0974,0.6733,0.3771,0.2431,1.6574,0.2631,0.2517,0.941,0.7096,0.9025,0.3289,3.1337,0.8301,0.5078,0.5078,0.5078,0.3294,0,0.2968,0.3816,0,1.0078,0.0863,6.3067,0.3037,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,1525,39,44,402,315,454,331,106,115,0,13,0,13,34,54,20,33,5.2,6.1,15,11.3,16.9,12,3.9,4.5,0,1.5,0,1.5,1.3,2.1,0.7,1.2
36,New York,NY,36103,Suffolk County,36103159516,"Census Tract 1595.16; Suffolk County; New York",1.351440784134,6121,1787,2225,413,2058,451,856,428,297,112,527,180,570,225,170,129,672,177,1742,1015,771,419,183,109,85,105,1650,2559,0,26,0,19,69,92,229,152,5,5,14,5.7,10.2,4.5,25.6,6.7,14.3,6.6,2.8,2,11,4.2,28.5,9.8,12.6,5.2,8.9,4.9,1.5,1.8,27,41.1,0,1.2,0,1.8,3.4,4.4,11.1,7.5,0.1,0.1,0.3859,0.832,0.4569,0.6686,0.3388,2.6822,0.5621,0.1786,0.9051,0.588,0.7754,0.3996,2.8467,0.7189,0.3958,0.3958,0.3958,0,0,0.5509,0.4373,0.2617,1.2499,0.1441,7.1746,0.4514,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2651,245,152,495,92,933,435,46,72,0,19,0,19,176,190,0,19,11.9,7.1,8.1,3.2,15.2,8.2,0.8,1.3,0,0.7,0,0.7,2.9,3.3,0,0.7
36,New York,NY,36103,Suffolk County,36103159517,"Census Tract 1595.17; Suffolk County; New York",1.02005638737,3657,724,992,96,992,96,870,545,23,33,229,112,439,267,385,242,392,143,904,237,163,104,89,80,210,128,2091,884,0,18,0,13,20,32,25,28,0,13,23.8,14.1,1.3,1.9,23.1,11.1,18.7,10.3,10.5,5.5,10.7,5,24.7,5.2,4.5,3.1,9,8,6.8,3.9,57.2,21.4,0,1.8,0,3.9,2,3.2,2.5,2.9,0,0.4,0.6554,0.0649,0.3795,0.7678,0.8871,2.7547,0.5841,0.168,0.7801,0.0465,0.7799,0.7062,2.4807,0.4994,0.6394,0.6394,0.6394,0,0,0.4354,0.1249,0,0.5603,0.023,6.4351,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4394,0,13,191,154,1311,758,474,477,22,35,0,13,93,109,0,13,0,3.9,5.2,4.6,35.8,18.1,13,13.4,0.6,0.9,0,1.1,2.5,3,0,1.1
36,New York,NY,36103,Suffolk County,36103159518,"Census Tract 1595.18; Suffolk County; New York",1.533154671108,4787,698,1765,144,1563,155,1106,411,109,98,475,180,792,314,334,241,814,208,1087,365,283,127,76,75,154,172,2242,856,19,36,0,13,89,73,87,70,1,1,23.8,8.2,4.8,3.9,30.4,11.1,24.9,9.3,7,4.6,17,4.4,22.7,6,5.9,2.5,4.8,4.8,3.4,3.8,46.8,16.5,1.1,2,0,2.2,5.7,4.6,5.6,4.6,0,0,0.6554,0.4382,0.5899,0.8666,0.7517,3.3018,0.7276,0.5091,0.6649,0.0936,0.5253,0.5589,2.3518,0.413,0.5761,0.5761,0.5761,0.2503,0,0.6786,0.2788,0,1.2077,0.1304,7.4374,0.4944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7434,151,125,781,463,1025,600,269,237,0,13,0,13,167,182,0,13,9.7,7.8,16.3,8.4,21.4,10.7,5.6,5.3,0,0.8,0,0.8,3.5,3.9,0,0.8
36,New York,NY,36103,Suffolk County,36103159602,"Census Tract 1596.02; Suffolk County; New York",3.238732456764,4183,533,1500,146,1346,125,273,200,61,73,279,119,134,156,101,84,837,219,981,286,225,95,18,30,57,77,521,761,33,32,30,34,10,21,11,16,13,4,6.5,4.7,2.9,3.4,20.7,8.6,4.7,5.4,2.4,2.1,20,4.9,23.5,4.7,5.4,2.3,1.3,2.2,1.4,1.9,12.5,18.1,2.2,2.1,2,2.3,0.7,1.6,0.8,1.2,0.3,0.1,0.1233,0.2149,0.2978,0.2122,0.2817,1.1299,0.1312,0.6753,0.7126,0.0709,0.1452,0.3851,1.9891,0.2144,0.2065,0.2065,0.2065,0.3139,0.8154,0.2583,0.0352,0.3787,1.8015,0.3293,5.127,0.1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2807,47,40,50,78,206,127,135,170,0,13,0,13,98,93,32,41,3.5,3,1.2,1.9,4.9,2.9,3.2,4.1,0,1,0,1,2.3,2.2,0.8,1
36,New York,NY,36103,Suffolk County,36103159603,"Census Tract 1596.03; Suffolk County; New York",0.545479500172,1127,204,573,88,525,98,110,68,4,8,87,55,71,71,16,25,585,203,110,28,147,64,0,18,86,84,79,297,39,29,0,13,0,18,36,33,0,13,9.8,5.8,1.1,2.2,16.6,10,7,6.1,1.4,2.4,51.9,11.6,9.8,3,13,4.9,0,3.4,7.8,7.5,7,26.3,6.8,5,0,6.7,0,3.4,6.9,6.4,0,1.2,0.2412,0.0514,0.1587,0.3549,0.146,0.9522,0.0884,0.9977,0.0602,0.6143,0,0.7292,2.4014,0.447,0.1009,0.1009,0.1009,0.4677,0,0,0.3273,0,0.795,0.0458,4.2495,0.0553,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,487,75,70,0,13,56,64,0,13,0,13,0,13,23,39,0,13,14.3,12.1,0,3.5,5,5.7,0,3.5,0,3.5,0,3.5,2,3.5,0,3.5
36,New York,NY,36103,Suffolk County,36103159604,"Census Tract 1596.04; Suffolk County; New York",2.954883393832,5583,920,1917,259,1872,251,398,268,88,90,270,113,237,133,212,178,738,199,1455,389,400,157,88,80,69,104,1123,1112,13,29,0,19,25,27,41,47,75,5,7.2,4.7,2.9,3,14.4,5.7,6.5,3.7,3.8,3.2,13.2,3.8,26.1,4.4,7.2,3,4.7,4.2,1.4,2,20.1,19.6,0.7,1.5,0,2.1,1.4,1.4,2.2,2.5,1.3,0.2,0.1489,0.2149,0.0984,0.3269,0.4708,1.2599,0.1627,0.2876,0.8399,0.1677,0.516,0.3851,2.1963,0.3242,0.314,0.314,0.314,0.2171,0,0.3683,0.107,0.6813,1.3737,0.1758,5.1439,0.1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747,83,61,0,19,1006,662,107,112,0,19,0,19,10,17,0,19,4.4,3.3,0,0.7,18,10,1.9,2,0,0.7,0,0.7,0.2,0.3,0,0.7
36,New York,NY,36103,Suffolk County,36103159700,"Census Tract 1597; Suffolk County; New York",1.353525348832,2232,392,931,255,878,258,313,286,73,52,287,249,57,25,5,7,420,113,346,64,199,68,20,28,21,49,739,467,0,18,0,13,0,18,15,24,40,4,14.1,12.6,5.4,3.7,32.7,26.7,3.8,1.7,0.2,0.3,18.8,5.4,15.5,3.3,9,3,2.3,3.1,1,2.2,33.1,20.1,0,1.9,0,4.2,0,2.1,1.7,2.8,1.8,0.4,0.3892,0.5061,0.6397,0.1606,0.0234,1.719,0.2798,0.6117,0.2165,0.3014,0.2607,0.3289,1.7192,0.1195,0.4629,0.4629,0.4629,0,0,0,0.0785,0.7307,0.8092,0.0479,4.7103,0.0947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,27,27,35,30,243,135,349,245,12,19,0,13,100,120,0,13,3.1,3.2,1.6,1.3,10.9,6.1,15.6,9.6,0.5,0.9,0,1.8,4.5,5.1,0,1.8
36,New York,NY,36103,Suffolk County,36103169701,"Census Tract 1697.01; Suffolk County; New York",9.780739338918,8100,905,3591,447,3123,477,827,414,200,149,590,275,451,221,187,137,1576,338,1463,289,810,310,235,161,106,130,1053,1358,25,42,263,168,25,42,128,138,119,78,10.3,5,4.5,3.6,18.9,8.3,7.7,3.6,2.3,1.6,19.5,4,18.1,3.2,10.1,3.8,7.5,5,1.4,1.7,13,16.7,0.7,1.2,7.3,4.8,0.8,1.3,4.1,4.4,1.5,0.9,0.2556,0.4034,0.2341,0.3917,0.2664,1.5512,0.2359,0.6489,0.3553,0.3978,0.7165,0.3851,2.5036,0.5158,0.2148,0.2148,0.2148,0.2171,0.8994,0.2778,0.2073,0.7013,2.3029,0.5458,6.5725,0.3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4970,240,174,415,354,563,322,74,69,0,19,0,19,1,10,0,19,7.7,5.5,5.1,4.4,7,3.9,0.9,0.9,0,0.5,0,0.5,0,0.1,0,0.5
36,New York,NY,36103,Suffolk County,36103169703,"Census Tract 1697.03; Suffolk County; New York",3.195354669268,1867,303,1250,117,777,106,288,238,40,40,161,72,89,55,15,17,519,95,273,138,215,78,26,23,4,51,148,416,103,51,18,29,0,18,6,9,23,4,15.5,12.6,4.6,4.3,20.7,8.8,5.8,3.4,0.8,0.9,27.8,5.1,14.6,6,11.5,4.2,3.3,2.9,0.2,2.8,7.9,22.2,8.2,4,1.4,2.3,0,2.3,0.8,1.1,1.2,0.1,0.436,0.4163,0.2978,0.2852,0.0758,1.5111,0.2252,0.9236,0.1805,0.5118,0.3774,0.1461,2.1394,0.2911,0.1243,0.1243,0.1243,0.4998,0.7896,0,0.0352,0.6683,1.9929,0.4133,5.7677,0.2218,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,942,41,30,6,9,4,9,88,97,0,13,0,13,24,24,26,32,5.3,3.8,0.3,0.5,0.2,0.5,4.7,5.2,0,2.1,0,2.1,1.3,1.3,1.4,1.6
36,New York,NY,36103,Suffolk County,36103169705,"Census Tract 1697.05; Suffolk County; New York",5.820593055846,2173,594,951,116,803,176,143,106,96,86,321,149,249,236,188,157,544,193,481,304,260,128,56,76,161,179,992,685,189,118,0,13,44,74,61,65,144,5,6.9,4.7,8.6,7.2,40,16.4,15.4,13.2,9.1,5.8,25,11.3,22.1,8.5,12.6,6.3,7,9.3,8,8.7,45.7,28.9,19.9,12.2,0,4.1,5.5,9.1,7.6,7.3,6.6,1.8,0.1365,0.7602,0.7758,0.6974,0.8459,3.2158,0.7067,0.8671,0.6304,0.588,0.6878,0.7328,3.5061,0.9312,0.5687,0.5687,0.5687,0.6478,0,0.6689,0.3525,0.9004,2.5696,0.6754,9.8602,0.8185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3344,78,67,287,218,610,580,91,125,0,13,0,13,0,13,4,7,9.7,7.3,13.2,10.2,28.1,20.6,4.2,6,0,1.8,0,1.8,0,1.8,0.2,0.3
36,New York,NY,36103,Suffolk County,36103169706,"Census Tract 1697.06; Suffolk County; New York",21.61777569011,4972,732,2796,301,2437,281,802,402,89,107,990,309,192,119,302,180,2393,549,534,181,1481,501,35,40,101,97,331,1037,45,74,1707,332,0,18,115,111,8,2,16.1,7.7,4.6,5.1,40.6,11.8,4.5,2.8,6.1,3.5,48.1,7.8,10.7,3.3,29.9,7.5,1.4,1.6,2.1,2,6.7,20.8,1.6,2.6,61.1,7.7,0,0.7,4.7,4.6,0.2,0,0.4542,0.4163,0.7849,0.2037,0.695,2.5541,0.529,0.9959,0.072,0.9873,0.156,0.4631,2.6743,0.6273,0.0939,0.0939,0.0939,0.2839,0.9994,0,0.236,0.3191,1.8384,0.3457,7.1607,0.4499,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,3,8930,348,150,144,137,154,174,0,13,0,13,0,13,33,54,0,13,14.3,6.2,2.9,2.7,3.1,3.5,0,0.8,0,0.8,0,0.8,0.7,1.1,0,0.8
36,New York,NY,36103,Suffolk County,36103169800,"Census Tract 1698; Suffolk County; New York",2.37535548879,6769,1139,2210,285,2103,286,1967,674,175,134,601,235,1401,673,1081,484,979,322,1601,566,1080,400,100,77,550,250,4461,1216,117,91,87,81,89,109,272,149,231,7,29.1,8.7,4.9,3.6,28.6,10.5,31,12.4,16,6.5,14.5,4.8,23.7,5.4,16,5.1,4.8,3.6,8.6,3.6,65.9,14.1,5.3,4.1,3.9,3.6,4.2,5.2,12.9,6.9,3.4,0.6,0.7512,0.4494,0.5407,0.9326,0.9688,3.6427,0.8154,0.3638,0.7266,0.7773,0.5253,0.7456,3.1386,0.8326,0.6845,0.6845,0.6845,0.4328,0.8565,0.6036,0.4742,0.8192,3.1863,0.8883,10.6521,0.8879,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13362,361,167,709,447,2630,1298,345,377,15,25,0,19,667,497,95,156,17.2,7.9,10.5,6.6,38.9,15.3,5.1,5.5,0.2,0.4,0,0.6,9.9,7.2,1.4,2.4
36,New York,NY,36103,Suffolk County,36103169903,"Census Tract 1699.03; Suffolk County; New York",7.278660540504,5041,746,2188,294,1991,310,834,518,156,106,704,278,1008,383,589,291,2017,547,834,241,957,345,0,26,604,331,2237,983,126,100,45,46,131,97,160,167,128,9,16.8,10.1,8.4,5.2,35.4,12.8,25.2,7.8,11.8,5.5,40,7.9,16.5,4.2,19.2,6.8,0,1.3,13.2,7,44.4,18.4,5.8,4.5,2.1,2.2,6.6,4.8,8,8.1,2.5,0.4,0.4756,0.7509,0.699,0.8694,0.9185,3.7134,0.832,0.99,0.2614,0.8901,0,0.8331,2.9746,0.7733,0.5584,0.5584,0.5584,0.4471,0.8203,0.7151,0.3649,0.7803,3.1277,0.8721,10.3741,0.8643,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2827,224,98,903,330,1197,548,56,69,0,19,0,19,71,116,10,20,11.3,5.2,17.9,6.5,23.7,9.6,1.1,1.4,0,0.8,0,0.8,1.4,2.4,0.2,0.4
36,New York,NY,36103,Suffolk County,36103169904,"Census Tract 1699.04; Suffolk County; New York",1.633290224808,1437,294,713,103,689,106,296,129,223,199,206,132,38,60,31,48,293,157,205,119,96,80,0,18,29,67,413,417,0,18,147,89,0,18,37,36,0,13,20.6,7.9,27.6,20.6,29.9,18.6,3.2,5.3,2.2,3.2,20.4,12.1,14.3,7.3,6.7,6.4,0,2.6,2,4.6,28.7,28.4,0,2.5,20.6,11.3,0,2.6,5.4,5.1,0,0.9,0.5794,0.9949,0.5758,0.1233,0.2543,2.5277,0.5227,0.6994,0.1678,0.1348,0,0.4526,1.4546,0.0601,0.4166,0.4166,0.4166,0,0.9755,0,0.2697,0,1.2452,0.1429,5.6441,0.2045,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,921,69,59,92,72,321,346,0,13,0,13,0,13,0,13,0,13,10,8.9,6.4,4.9,22.3,22.3,0,2.7,0,2.7,0,2.7,0,2.7,0,2.7
36,New York,NY,36103,Suffolk County,36103169905,"Census Tract 1699.05; Suffolk County; New York",4.496426903094,1634,526,1232,255,754,267,69,75,38,63,209,176,20,3,0,13,728,421,135,124,289,183,0,18,0,52,253,679,0,18,0,13,0,18,0,13,20,3,4.2,4.4,4.8,7.9,27.7,21.2,1.3,0.5,0,2.4,44.6,20.1,8.3,6.5,17.7,11,0,2.4,0,3.2,15.5,41.3,0,1.5,0,3.2,0,2.4,0,5.2,1.2,0.4,0.0533,0.4382,0.5144,0.0355,0,1.0414,0.1097,0.9942,0.0445,0.8446,0,0,1.8833,0.1727,0.2568,0.2568,0.2568,0,0,0,0,0.6683,0.6683,0.0319,3.8498,0.0354,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,926,39,61,6,9,60,85,187,203,0,13,0,13,0,13,0,13,5.2,8.1,0.4,0.6,3.7,5.1,11.4,11.2,0,2.4,0,2.4,0,2.4,0,2.4
